X,Y,OBJECTID,RTE,RTE_SFX,DIST,CNTY,PM_PFX,POSTMILE,PM_SFX,LEG,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,TRK_2_AXLE,TRK_2_AXLE_PCT,TRK_3_AXLE,TRK_3_AXLE_PCT,TRK_4_AXLE,TRK_4_AXLE_PCT,TRK_5_AXLE,TRK_5_AXLE_PCT,EAL,EST_VER_YEAR,EST_VER_CODE
-117.506710714,34.0187098820001,2669,60,,8,RIV,R,3.03,,B,MISSION BOULEVARD,178000,23140,13,12796,55.3,2245,9.7,1134,4.9,6965,30.1,"3,224",84,E
-117.506805623,34.0190108690001,2670,60,,8,RIV,R,3.03,,B,MISSION BOULEVARD,178000,23140,13,12796,55.3,2245,9.7,1134,4.9,6965,30.1,"3,224",84,E
-117.434058202,34.011797137,2671,60,,8,RIV,,7.533,,B,VALLEY WAY,162000,21060,13,11562,54.9,2064,9.8,1095,5.2,6339,30.1,"2,942",84,E
-117.433922654,34.01189564,2672,60,,8,RIV,,7.533,,B,VALLEY WAY,162000,21060,13,11562,54.9,2064,9.8,1095,5.2,6339,30.1,"2,942",84,E
-117.434058202,34.011797137,2673,60,,8,RIV,,7.533,,A,VALLEY WAY,168000,20160,12,12096,60,1956,9.7,1028,5.1,5080,25.2,"2,507",84,E
-117.433922654,34.01189564,2674,60,,8,RIV,,7.533,,A,VALLEY WAY,168000,20160,12,12096,60,1956,9.7,1028,5.1,5080,25.2,"2,507",84,E
-117.375134753,34.0006916670001,2675,60,,8,RIV,,11.068,,B,"RIVERSIDE, CRESTMORE AVENUE",170000,18700,11,11201,59.9,2749,14.7,954,5.1,3796,20.3,"2,095",84,E
-117.375330769,34.000950512,2676,60,,8,RIV,,11.068,,B,"RIVERSIDE, CRESTMORE AVENUE",170000,18700,11,11201,59.9,2749,14.7,954,5.1,3796,20.3,"2,095",84,E
-117.292596645,33.9440071340001,2677,60,,8,RIV,R,12.212,,A,EAST JCT. RTE. 215,145000,15225,10.5,6547,43,914,6,457,3,7308,48,"2,902",96,V
-117.292643061,33.945017449,2678,60,,8,RIV,R,12.212,,A,EAST JCT. RTE. 215,145000,15225,10.5,6547,43,914,6,457,3,7308,48,"2,902",96,V
-117.126714987,33.938030912,2679,60,,8,RIV,,22.101,,B,GILMAN SPRINGS ROAD,75000,12000,16,3000,25,480,4,480,4,8040,67,"2,994",91,E
-117.126799007,33.9381908560001,2680,60,,8,RIV,,22.101,,B,GILMAN SPRINGS ROAD,75000,12000,16,3000,25,480,4,480,4,8040,67,"2,994",91,E
-116.98959111,33.9325506270001,2681,60,,8,RIV,,30.495,,B,JCT. RTE. 10,60000,9780,16.3,2396,24.5,401,4.1,352,3.6,6631,67.8,"2,460",91,V
-116.990110098,33.9331443070001,2682,60,,8,RIV,,30.495,,B,JCT. RTE. 10,60000,9780,16.3,2396,24.5,401,4.1,352,3.6,6631,67.8,"2,460",91,V
-122.187013448,37.7163144020001,2683,61,,4,ALA,,14.8,,A,"SAN LEANDRO, JCT. RTE. 112 EAST",23200,1230,5.3,526,42.8,467,38,74,6,162,13.2,128,3,V
-122.187013448,37.7163144020001,2684,61,,4,ALA,,14.8,,A,"SAN LEANDRO, JCT. RTE. 112 EAST",23200,1230,5.3,526,42.8,467,38,74,6,162,13.2,128,3,V
-122.20166619,37.726587819,2685,61,,4,ALA,,16.07,,B,"OAKLAND, AIRPORT/HEGENBERGER ROADS",22400,918,4.1,533,58.03,168,18.27,79,8.64,138,15.06,93,2,V
-122.201737612,37.7264621750001,2686,61,,4,ALA,,16.07,,B,"OAKLAND, AIRPORT/HEGENBERGER ROADS",22400,918,4.1,533,58.03,168,18.27,79,8.64,138,15.06,93,2,V
-122.20166619,37.726587819,2687,61,,4,ALA,,16.07,,A,"OAKLAND, AIRPORT/HEGENBERGER ROADS",22600,861,3.81,522,60.63,156,18.1,71,8.24,112,13.03,82,2,V
-122.201737612,37.7264621750001,2688,61,,4,ALA,,16.07,,A,"OAKLAND, AIRPORT/HEGENBERGER ROADS",22600,861,3.81,522,60.63,156,18.1,71,8.24,112,13.03,82,2,V
-122.235639738,37.747061601,2689,61,,4,ALA,,18.52,,A,"ALAMEDA, ISLAND DRIVE",43000,1079,2.51,527,48.8,155,14.41,121,11.24,276,25.55,146,3,V
-122.235666039,37.746955321,2690,61,,4,ALA,,18.52,,A,"ALAMEDA, ISLAND DRIVE",43000,1079,2.51,527,48.8,155,14.41,121,11.24,276,25.55,146,3,V
-122.276907193,37.7714639540001,2691,61,,4,ALA,,21.967,,B,JCT. RTE. 260 NORTH,16100,216,1.34,173,80.25,29,13.45,11,5.04,3,1.26,11,2,V
-122.276907193,37.7714639540001,2692,61,,4,ALA,,21.967,,B,JCT. RTE. 260 NORTH,16100,216,1.34,173,80.25,29,13.45,11,5.04,3,1.26,11,2,V
-116.603859863,33.91432538,2693,62,,8,RIV,,0,,A,JCT. RTE. 10,24000,3312,13.8,1414,42.7,166,5,126,3.8,1606,48.5,637,89,V
-116.605232302,33.915936538,2694,62,,8,RIV,,0,,A,JCT. RTE. 10,24000,3312,13.8,1414,42.7,166,5,126,3.8,1606,48.5,637,89,V
-116.591442444,34.0326639350001,2695,62,,8,SBD,,0,,A,RIVERSIDE/SAN BERNARDINO COUNTY LINE,27000,4050,15,2381,58.8,243,6,158,3.9,1268,31.3,566,84,V
-116.591571088,34.032665046,2696,62,,8,SBD,,0,,A,RIVERSIDE/SAN BERNARDINO COUNTY LINE,27000,4050,15,2381,58.8,243,6,158,3.9,1268,31.3,566,84,V
-116.414045928,34.123415085,2697,62,,8,SBD,,12.404,,A,"YUCCA VALLEY, JCT. RTE. 247 NORTH",24000,1416,5.9,892,63,40,2.8,40,2.8,445,31.4,194,84,E
-116.414096644,34.1235145210001,2698,62,,8,SBD,,12.404,,A,"YUCCA VALLEY, JCT. RTE. 247 NORTH",24000,1416,5.9,892,63,40,2.8,40,2.8,445,31.4,194,84,E
-116.036682142,34.135867997,2699,62,,8,SBD,,34.223,,B,29 PALMS/UTAH TRAIL,4500,414,9.2,275,66.4,8,1.9,7,1.7,124,30,54,89,V
-116.036682142,34.135867997,2700,62,,8,SBD,,34.223,,B,29 PALMS/UTAH TRAIL,4500,414,9.2,275,66.4,8,1.9,7,1.7,124,30,54,89,V
-115.219680641,34.0470583700001,2701,62,,8,RIV,,84.965,,B,JCT. RTE. 177 SOUTH,850,224,26.3,109,48.8,6,2.7,12,5.5,96,43,39,84,E
-115.219680641,34.0470583700001,2702,62,,8,RIV,,84.965,,B,JCT. RTE. 177 SOUTH,850,224,26.3,109,48.8,6,2.7,12,5.5,96,43,39,84,E
-115.219680641,34.0470583700001,2703,62,,8,RIV,,84.965,,A,JCT. RTE. 177 SOUTH,2300,161,7,56,34.8,1,0.9,19,11.6,85,52.7,34,92,E
-115.219680641,34.0470583700001,2704,62,,8,RIV,,84.965,,A,JCT. RTE. 177 SOUTH,2300,161,7,56,34.8,1,0.9,19,11.6,85,52.7,34,92,E
-114.574261551,34.1885350790001,2705,62,,8,SBD,,125.761,,B,JCT. RTE. 95,2300,150,6.5,53,35.6,2,1,16,10.6,79,52.8,32,92,V
-114.574261551,34.1885350790001,2706,62,,8,SBD,,125.761,,B,JCT. RTE. 95,2300,150,6.5,53,35.6,2,1,16,10.6,79,52.8,32,92,V
-114.574261551,34.1885350790001,2707,62,,8,SBD,,125.761,,A,JCT. RTE. 95,3800,806,21.2,206,25.6,20,2.5,11,1.4,568,70.5,207,92,V
-114.574261551,34.1885350790001,2708,62,,8,SBD,,125.761,,A,JCT. RTE. 95,3800,806,21.2,206,25.6,20,2.5,11,1.4,568,70.5,207,92,V
-114.299022339,34.159489493,2709,62,,8,SBD,,142.66,,B,ARIZONA STATE LINE,8000,1680,21,437,26,50,3,17,1,1176,70,428,92,E
-114.299022339,34.159489493,2710,62,,8,SBD,,142.66,,B,ARIZONA STATE LINE,8000,1680,21,437,26,50,3,17,1,1176,70,428,92,E
-119.313062224,36.2112892710001,2711,63,,6,TUL,,0,,A,"TULARE, JCT. RTE. 137",22000,1100,5,781,71,77,7,22,2,220,20,114,4,E
-119.313062224,36.2112892710001,2712,63,,6,TUL,,0,,A,"TULARE, JCT. RTE. 137",22000,1100,5,781,71,77,7,22,2,220,20,114,4,E
-119.314066732,36.3270062980001,2713,63,,6,TUL,L,7.97,,B,"VISALIA, NOBLE AVENUE/MINERAL KING BOULEVARD.  WEST JCT. RTE. 198",31000,1550,5,1209,78,140,9,47,3,155,10,116,4,E
-119.314066732,36.3270062980001,2714,63,,6,TUL,L,7.97,,B,"VISALIA, NOBLE AVENUE/MINERAL KING BOULEVARD.  WEST JCT. RTE. 198",31000,1550,5,1209,78,140,9,47,3,155,10,116,4,E
-119.29676032,36.3855311820001,2715,63,,6,TUL,,12.13,,B,AVENUE 328,9700,606,6.25,424,70,36,6,24,4,121,20,63,20,E
-119.29676032,36.3855311820001,2716,63,,6,TUL,,12.13,,B,AVENUE 328,9700,606,6.25,424,70,36,6,24,4,121,20,63,20,E
-119.29676032,36.3855311820001,2717,63,,6,TUL,,12.13,,A,AVENUE 328,7300,467,6.4,333,71.21,27,5.8,11,2.46,96,20.54,49,20,V
-119.29676032,36.3855311820001,2718,63,,6,TUL,,12.13,,A,AVENUE 328,7300,467,6.4,333,71.21,27,5.8,11,2.46,96,20.54,49,20,V
-119.295882365,36.4287566740001,2719,63,,6,TUL,,15.11,,A,"AVENUE 352; OIL WELL ROAD",7300,318,4.36,185,58.18,21,6.6,7,2.2,105,33.02,46,17,V
-119.295882365,36.4287566740001,2720,63,,6,TUL,,15.11,,A,"AVENUE 352; OIL WELL ROAD",7300,318,4.36,185,58.18,21,6.6,7,2.2,105,33.02,46,17,V
-119.287198748,36.48672336,2721,63,,6,TUL,R,19.187,,B,JCT. RTE. 201 EAST,5500,388,7.06,259,66.67,16,4.2,10,2.62,103,26.51,48,17,V
-119.287198748,36.48672336,2722,63,,6,TUL,R,19.187,,B,JCT. RTE. 201 EAST,5500,388,7.06,259,66.67,16,4.2,10,2.62,103,26.51,48,17,V
-119.287198748,36.48672336,2723,63,,6,TUL,R,19.187,,A,JCT. RTE. 201 EAST,7300,404,5.53,254,62.79,30,7.49,11,2.84,109,26.87,51,20,V
-119.287198748,36.48672336,2724,63,,6,TUL,R,19.187,,A,JCT. RTE. 201 EAST,7300,404,5.53,254,62.79,30,7.49,11,2.84,109,26.87,51,20,V
-119.287166036,36.5734365800001,2725,63,,6,TUL,R,25.55,,A,AVENUE 432,2050,165,8.05,105,63.44,10,6.04,6,3.63,44,26.89,21,20,V
-119.287166036,36.5734365800001,2726,63,,6,TUL,R,25.55,,A,AVENUE 432,2050,165,8.05,105,63.44,10,6.04,6,3.63,44,26.89,21,20,V
-119.304846508,36.624435686,2727,63,,6,TUL,R,30.084,,B,TULARE/FRESNO COUNTY LINE,1700,238,14,146,61.41,24,9.96,11,4.56,57,24.07,29,20,E
-119.304846508,36.624435686,2728,63,,6,TUL,R,30.084,,B,TULARE/FRESNO COUNTY LINE,1700,238,14,146,61.41,24,9.96,11,4.56,57,24.07,29,20,E
-119.304846508,36.624435686,2729,63,,6,FRE,,0,,A,TULARE/FRESNO COUNTY LINE,2600,387,14.9,238,61.41,39,9.96,18,4.56,93,24.07,47,20,E
-119.304846508,36.624435686,2730,63,,6,FRE,,0,,A,TULARE/FRESNO COUNTY LINE,2600,387,14.9,238,61.41,39,9.96,18,4.56,93,24.07,47,20,E
-119.28675831,36.7303965460001,2731,63,,6,FRE,,8.362,,B,JCT. RTE. 180,790,85,10.77,55,65.07,7,8.06,4,4.78,19,22.09,10,20,V
-119.28675831,36.7303965460001,2732,63,,6,FRE,,8.362,,B,JCT. RTE. 180,790,85,10.77,55,65.07,7,8.06,4,4.78,19,22.09,10,20,V
-119.074616347,35.4346219220001,2733,65,,6,KER,R,0,,A,JCT. RTE. 99,17300,2726,15.76,1409,51.7,193,7.09,107,3.92,1017,37.29,434,21,V
-119.07600117,35.4347578920001,2734,65,,6,KER,R,0,,A,JCT. RTE. 99,17300,2726,15.76,1409,51.7,193,7.09,107,3.92,1017,37.29,434,21,V
-119.053245248,35.7620354950001,2735,65,,6,KER,,23.186,,B,JCT. RTE. 155,7900,1450,18.35,487,33.58,97,6.66,52,3.57,814,56.15,314,21,V
-119.053245248,35.7620354950001,2736,65,,6,KER,,23.186,,B,JCT. RTE. 155,7900,1450,18.35,487,33.58,97,6.66,52,3.57,814,56.15,314,21,V
-119.053245248,35.7620354950001,2737,65,,6,KER,,23.186,,A,JCT. RTE. 155,8000,2029,25.36,910,44.85,90,4.42,53,2.63,976,48.11,385,20,V
-119.053245248,35.7620354950001,2738,65,,6,KER,,23.186,,A,JCT. RTE. 155,8000,2029,25.36,910,44.85,90,4.42,53,2.63,976,48.11,385,20,V
-119.05349949,35.8917024680001,2739,65,,6,TUL,R,6.983,,A,AVENUE 56,9500,1882,19.81,738,39.19,107,5.68,47,2.52,990,52.61,384,20,V
-119.05349949,35.8917024680001,2740,65,,6,TUL,R,6.983,,A,AVENUE 56,9500,1882,19.81,738,39.19,107,5.68,47,2.52,990,52.61,384,20,V
-119.05349949,35.8917024680001,2741,65,,6,TUL,R,6.983,,B,AVENUE 56,8100,1650,20.37,527,31.94,108,6.54,50,3.01,965,58.51,369,20,V
-119.05349949,35.8917024680001,2742,65,,6,TUL,R,6.983,,B,AVENUE 56,8100,1650,20.37,527,31.94,108,6.54,50,3.01,965,58.51,369,20,V
-119.046084789,35.993243568,2743,65,,6,TUL,R,14.073,,A,AVENUE 112,13500,2327,17.24,1166,50.09,112,4.82,60,2.57,989,42.52,401,20,V
-119.046084789,35.993243568,2744,65,,6,TUL,R,14.073,,A,AVENUE 112,13500,2327,17.24,1166,50.09,112,4.82,60,2.57,989,42.52,401,20,V
-119.038881753,36.0516303110001,2745,65,,6,TUL,,18.163,,B,JCT. RTE. 190,16700,2413,14.45,1232,51.07,261,10.82,175,7.27,744,30.84,350,21,V
-119.039135811,36.0516292360001,2746,65,,6,TUL,,18.163,,B,JCT. RTE. 190,16700,2413,14.45,1232,51.07,261,10.82,175,7.27,744,30.84,350,21,V
-119.038881753,36.0516303110001,2747,65,,6,TUL,,18.163,,A,JCT. RTE. 190,28000,2324,8.3,1284,55.26,162,6.99,77,3.3,801,34.45,348,12,E
-119.039135811,36.0516292360001,2748,65,,6,TUL,,18.163,,A,JCT. RTE. 190,28000,2324,8.3,1284,55.26,162,6.99,77,3.3,801,34.45,348,12,E
-119.042947775,36.104346397,2749,65,,6,TUL,,21.83,,B,LINDA VISTA AVENUE,23400,2200,9.4,1320,60,132,6,88,4,660,30,299,20,E
-119.043144584,36.104264087,2750,65,,6,TUL,,21.83,,B,LINDA VISTA AVENUE,23400,2200,9.4,1320,60,132,6,88,4,660,30,299,20,E
-119.042947775,36.104346397,2751,65,,6,TUL,,21.83,,A,LINDA VISTA AVENUE,25500,2400,9.41,1441,60.04,132,5.51,52,2.17,774,32.27,337,20,V
-119.043144584,36.104264087,2752,65,,6,TUL,,21.83,,A,LINDA VISTA AVENUE,25500,2400,9.41,1441,60.04,132,5.51,52,2.17,774,32.27,337,20,V
-119.055467191,36.123584291,2753,65,,6,TUL,,23.333,,B,AVENUE 184,25500,2313,9.07,1516,65.53,125,5.41,50,2.16,622,26.9,287,22,V
-119.055730158,36.123554095,2754,65,,6,TUL,,23.333,,B,AVENUE 184,25500,2313,9.07,1516,65.53,125,5.41,50,2.16,622,26.9,287,22,V
-119.136201185,36.210820025,2755,65,,6,TUL,,31.546,,B,JCT. RTE. 137 WEST,14100,1028,7.29,460,44.7,87,8.48,42,4.04,440,42.79,182,17,V
-119.136201185,36.210820025,2756,65,,6,TUL,,31.546,,B,JCT. RTE. 137 WEST,14100,1028,7.29,460,44.7,87,8.48,42,4.04,440,42.79,182,17,V
-119.136201185,36.210820025,2757,65,,6,TUL,,31.546,,A,JCT. RTE. 137 WEST,6800,917,13.49,526,57.38,49,5.36,28,3.1,313,34.17,135,21,V
-119.136201185,36.210820025,2758,65,,6,TUL,,31.546,,A,JCT. RTE. 137 WEST,6800,917,13.49,526,57.38,49,5.36,28,3.1,313,34.17,135,21,V
-119.134915571,36.3262031180001,2759,65,,6,TUL,,39.577,,B,JCT. RTE. 198,8600,1152,13.4,676,58.68,79,6.86,47,4.08,350,30.38,159,20,V
-119.134915571,36.3262031180001,2760,65,,6,TUL,,39.577,,B,JCT. RTE. 198,8600,1152,13.4,676,58.68,79,6.86,47,4.08,350,30.38,159,20,V
-121.248633354,38.7699635000001,2761,65,,3,PLA,R,4.863,,A,"ROSEVILLE, JCT. RTE. 80",75000,11325,15.1,1687,14.9,1891,16.7,1563,13.8,6183,54.6,"2,596",97,E
-121.24890144,38.7697916810001,2762,65,,3,PLA,R,4.863,,A,"ROSEVILLE, JCT. RTE. 80",75000,11325,15.1,1687,14.9,1891,16.7,1563,13.8,6183,54.6,"2,596",97,E
-121.514020658,39.0651810700001,2763,65,,3,YUB,R,6.884,,A,FORTY MILE ROAD,17700,5076,28.68,2182,42.99,1064,20.97,532,10.48,1297,25.56,700,2,E
-121.51416806,39.064850881,2764,65,,3,YUB,R,6.884,,A,FORTY MILE ROAD,17700,5076,28.68,2182,42.99,1064,20.97,532,10.48,1297,25.56,700,2,E
-121.537791967,39.0893035390001,2765,65,,3,YUB,R,9.177,,B,JCT. RTE. 70,25500,5375,21.08,2311,42.99,1127,20.97,563,10.48,1374,25.56,741,2,E
-121.538013499,39.089219746,2766,65,,3,YUB,R,9.177,,B,JCT. RTE. 70,25500,5375,21.08,2311,42.99,1127,20.97,563,10.48,1374,25.56,741,2,E
-117.789457677,34.1213968100001,2767,66,,7,LA,,0,,A,"LA VERNE, BASELINE ROAD",19000,517,2.72,270,52.2,121,23.36,83,16.09,43,8.35,48,4,E
-117.789407262,34.121494763,2768,66,,7,LA,,0,,A,"LA VERNE, BASELINE ROAD",19000,517,2.72,270,52.2,121,23.36,83,16.09,43,8.35,48,4,E
-117.787071894,34.120090566,2769,66,,7,LA,R,0.189,,A,"LA VERNE, JCT. RTE. 210, FOOTHILL FREEWAY",24500,666,2.72,348,52.2,156,23.36,107,16.09,56,8.35,62,4,E
-117.786893654,34.12009864,2770,66,,7,LA,R,0.189,,A,"LA VERNE, JCT. RTE. 210, FOOTHILL FREEWAY",24500,666,2.72,348,52.2,156,23.36,107,16.09,56,8.35,62,4,E
-117.748592082,34.107780635,2771,66,,7,LA,,2.54,,B,"POMONA, GAREY AVENUE",22500,612,2.72,319,52.2,143,23.36,98,16.09,51,8.35,56,4,V
-117.748633646,34.1079195410001,2772,66,,7,LA,,2.54,,B,"POMONA, GAREY AVENUE",22500,612,2.72,319,52.2,143,23.36,98,16.09,51,8.35,56,4,V
-117.331207748,34.106627356,2773,66,,8,SBD,,21.37,,A,FOURTH STREET,19800,396,2,317,80,44,11.1,11,2.9,24,6,25,88,E
-117.331235027,34.10670337,2774,66,,8,SBD,,21.37,,A,FOURTH STREET,19800,396,2,317,80,44,11.1,11,2.9,24,6,25,88,E
-117.331207748,34.106627356,2775,66,,8,SBD,,21.37,,B,FOURTH STREET,21500,645,3,515,79.9,72,11.1,19,2.9,39,6.1,41,88,E
-117.331235027,34.10670337,2776,66,,8,SBD,,21.37,,B,FOURTH STREET,21500,645,3,515,79.9,72,11.1,19,2.9,39,6.1,41,88,E
-117.302625645,34.1084094450001,2777,66,,8,SBD,,23.054,,B,"SAN BERNARDINO, JCT. RTE. 215",17800,356,2,285,80.1,39,10.9,10,2.9,22,6.1,23,88,E
-117.302625645,34.1084094450001,2778,66,,8,SBD,,23.054,,B,"SAN BERNARDINO, JCT. RTE. 215",17800,356,2,285,80.1,39,10.9,10,2.9,22,6.1,23,88,E
-116.962327966,32.8031301300001,2779,67,,11,SD,R,0,,A,"EL CAJON, JCT. RTE. 8",43000,3354,7.8,2006,59.8,466,13.9,134,4,748,22.3,391,86,E
-116.96249732,32.8031241510001,2780,67,,11,SD,R,0,,A,"EL CAJON, JCT. RTE. 8",43000,3354,7.8,2006,59.8,466,13.9,134,4,748,22.3,391,86,E
-116.961731466,32.8074581760001,2781,67,,11,SD,R,0.306,,A,"EL CAJON, BROADWAY",97000,6499,6.7,3886,59.8,903,13.9,260,4,1449,22.3,757,86,V
-116.962273094,32.807459975,2782,67,,11,SD,R,0.306,,A,"EL CAJON, BROADWAY",97000,6499,6.7,3886,59.8,903,13.9,260,4,1449,22.3,757,86,V
-116.96048566,32.819155993,2783,67,,11,SD,R,1.118,,A,BRADLEY AVENUE,93000,6231,6.7,3726,59.8,866,13.9,249,4,1390,22.3,726,86,E
-116.96073792,32.819174893,2784,67,,11,SD,R,1.118,,A,BRADLEY AVENUE,93000,6231,6.7,3726,59.8,866,13.9,249,4,1390,22.3,726,86,E
-116.961273939,32.841477965,2785,67,,11,SD,R,2.672,,A,WOODSIDE AVENUE,70000,5110,7.3,3086,60.4,644,12.6,107,2.1,1272,24.9,622,86,V
-116.961569401,32.8415361,2786,67,,11,SD,R,2.672,,A,WOODSIDE AVENUE,70000,5110,7.3,3086,60.4,644,12.6,107,2.1,1272,24.9,622,86,V
-116.931955265,32.8581533620001,2787,67,,11,SD,R,4.832,,A,WINTER GARDEN BOULEVARD,33500,1407,4.2,850,60.4,176,12.5,31,2.2,350,24.9,171,86,E
-116.932135746,32.858372742,2788,67,,11,SD,R,4.832,,A,WINTER GARDEN BOULEVARD,33500,1407,4.2,850,60.4,176,12.5,31,2.2,350,24.9,171,86,E
-116.931955265,32.8581533620001,2789,67,,11,SD,R,4.832,,B,WINTER GARDEN BOULEVARD,58000,1508,2.6,911,60.4,190,12.6,32,2.1,375,24.9,183,86,E
-116.932135746,32.858372742,2790,67,,11,SD,R,4.832,,B,WINTER GARDEN BOULEVARD,58000,1508,2.6,911,60.4,190,12.6,32,2.1,375,24.9,183,86,E
-116.924289629,32.8734986540001,2791,67,,11,SD,,6.67,,A,WILLOW ROAD,20400,2201,10.79,545,24.74,782,35.54,404,18.36,470,21.36,313,22,V
-116.924289629,32.8734986540001,2792,67,,11,SD,,6.67,,A,WILLOW ROAD,20400,2201,10.79,545,24.74,782,35.54,404,18.36,470,21.36,313,22,V
-116.973406916,32.9784997130001,2793,67,,11,SD,,15.2,,B,POWAY ROAD,16800,1546,9.2,1005,65,121,7.8,26,1.7,394,25.5,186,96,E
-116.973406916,32.9784997130001,2794,67,,11,SD,,15.2,,B,POWAY ROAD,16800,1546,9.2,1005,65,121,7.8,26,1.7,394,25.5,186,96,E
-116.973406916,32.9784997130001,2795,67,,11,SD,,15.2,,A,POWAY ROAD,26500,2351,8.87,1929,82.05,122,5.2,102,4.34,198,8.41,162,21,V
-116.973406916,32.9784997130001,2796,67,,11,SD,,15.2,,A,POWAY ROAD,26500,2351,8.87,1929,82.05,122,5.2,102,4.34,198,8.41,162,21,V
-116.868609874,33.0420458150001,2797,67,,11,SD,,24.377,,B,"RAMONA, JCT. RTE. 78",25000,1450,5.8,676,46.6,144,9.9,22,1.5,609,42,250,85,E
-116.868609874,33.0420458150001,2798,67,,11,SD,,24.377,,B,"RAMONA, JCT. RTE. 78",25000,1450,5.8,676,46.6,144,9.9,22,1.5,609,42,250,85,E
-121.935679125,36.6193666,2799,68,,5,MON,,0,,A,"PACIFIC GROVE, ASILOMAR BEACH STATE PARK",3400,170,5,139,82,24,14,3,2,3,2,9,17,E
-121.935679125,36.6193666,2800,68,,5,MON,,0,,A,"PACIFIC GROVE, ASILOMAR BEACH STATE PARK",3400,170,5,139,82,24,14,3,2,3,2,9,17,E
-121.912343328,36.574724234,2801,68,,5,MON,L,4.264,,B,"JCT. RTE. 1, CARMEL-PACIFIC GROVE",16900,845,5,676,80,68,8,34,4,68,8,58,17,E
-121.912343328,36.574724234,2802,68,,5,MON,L,4.264,,B,"JCT. RTE. 1, CARMEL-PACIFIC GROVE",16900,845,5,676,80,68,8,34,4,68,8,58,17,E
-121.868531408,36.595125479,2803,68,,5,MON,R,3.948,,A,"JCT. RTE. 1, CARMEL-PACIFIC GROVE",21900,1095,5,756,69,142,13,66,6,131,12,94,17,E
-121.868448877,36.595160849,2804,68,,5,MON,R,3.948,,A,"JCT. RTE. 1, CARMEL-PACIFIC GROVE",21900,1095,5,756,69,142,13,66,6,131,12,94,17,E
-121.827952467,36.5808986770001,2805,68,,5,MON,,6.812,,A,JCT. RTE. 218 NORTHWEST,27000,1080,4,745,69,151,14,32,3,151,14,97,17,E
-121.827952467,36.5808986770001,2806,68,,5,MON,,6.812,,A,JCT. RTE. 218 NORTHWEST,27000,1080,4,745,69,151,14,32,3,151,14,97,17,E
-121.827952467,36.5808986770001,2807,68,,5,MON,,6.812,,B,JCT. RTE. 218 NORTHWEST,22000,880,4,651,74,97,11,18,2,114,13,74,17,E
-121.827952467,36.5808986770001,2808,68,,5,MON,,6.812,,B,JCT. RTE. 218 NORTHWEST,22000,880,4,651,74,97,11,18,2,114,13,74,17,E
-121.681900816,36.6246402880001,2809,68,,5,MON,R,17.19,,A,RESERVATION ROAD,33000,1980,6,1247,63,297,15,99,5,337,17,202,17,E
-121.682038099,36.6248011870001,2810,68,,5,MON,R,17.19,,A,RESERVATION ROAD,33000,1980,6,1247,63,297,15,99,5,337,17,202,17,E
-121.639152406,36.670863937,2811,68,,5,MON,,22.023,,B,"SALINAS, JCT. RTE. 101",12100,968,8,581,60,136,14,58,6,194,20,108,17,E
-121.639152406,36.670863937,2812,68,,5,MON,,22.023,,B,"SALINAS, JCT. RTE. 101",12100,968,8,581,60,136,14,58,6,194,20,108,17,E
-121.543089032,38.8528641780001,2813,70,,3,SUT,R,0.051,,A,JCT. RTE. 99,25500,1670,6.55,569,34.1,228,13.66,98,5.85,775,46.4,323,16,V
-121.544552937,38.8529961180001,2814,70,,3,SUT,R,0.051,,A,JCT. RTE. 99,25500,1670,6.55,569,34.1,228,13.66,98,5.85,775,46.4,323,16,V
-121.543084786,38.9724272460001,2815,70,,3,SUT,,8.298,,O,SUTTER/YUBA COUNTY LINE,21400,1727,8.07,238,13.77,580,33.56,194,11.23,716,41.44,337,19,V
-121.543391733,38.972398985,2816,70,,3,SUT,,8.298,,O,SUTTER/YUBA COUNTY LINE,21400,1727,8.07,238,13.77,580,33.56,194,11.23,716,41.44,337,19,V
-121.543084786,38.9724272460001,2817,70,,3,YUB,,0,,O,SUTTER/YUBA COUNTY LINE,21400,1727,8.07,238,13.77,580,33.56,194,11.23,716,41.44,337,19,V
-121.543391733,38.972398985,2818,70,,3,YUB,,0,,O,SUTTER/YUBA COUNTY LINE,21400,1727,8.07,238,13.77,580,33.56,194,11.23,716,41.44,337,19,V
-121.543084786,38.9724272460001,2819,70,,3,YUB,,0,,A,SUTTER/YUBA COUNTY LINE,25500,1691,6.63,567,33.54,239,14.16,101,5.99,783,46.3,327,18,V
-121.543391733,38.972398985,2820,70,,3,YUB,,0,,A,SUTTER/YUBA COUNTY LINE,25500,1691,6.63,567,33.54,239,14.16,101,5.99,783,46.3,327,18,V
-121.540365037,39.0909446530001,2821,70,,3,YUB,R,8.293,,B,JCT. RTE. 65 SOUTH,23700,1424,6.01,570,40.06,209,14.68,102,7.14,543,38.12,242,14,V
-121.541473685,39.0913638540001,2822,70,,3,YUB,R,8.293,,B,JCT. RTE. 65 SOUTH,23700,1424,6.01,570,40.06,209,14.68,102,7.14,543,38.12,242,14,V
-121.540365037,39.0909446530001,2823,70,,3,YUB,R,8.293,,A,JCT. RTE. 65 SOUTH,46500,2074,4.46,558,26.91,372,17.94,113,5.45,1031,49.71,426,16,V
